         REPID         RMNOW          TIME           MT1           MT2           MP1           MP2        TSTATE      INTMTIME
       25.0000        0.0000       38.5000       55.7611       60.9835        0.0000        0.0000       38.0000       55.7611
       25.0000        9.0000       38.5000       55.7611       60.9835        0.0000        0.0000       38.5000       55.7611
       25.0000        0.0000       39.0000       55.7611       60.9835        0.0000        0.0000       38.5000       55.7611
       25.0000        9.0000       39.0000       55.7611       60.9835        0.0000        0.0000       39.0000       55.7611
       25.0000        0.0000       39.5000       55.7611       60.9835        0.0000        0.0000       39.0000       55.7611
       25.0000        9.0000       39.5000       55.7611       60.9835        0.0000        0.0000       39.5000       55.7611
       25.0000        0.0000       40.0000       55.7611       60.9835        0.0000        0.0000       39.5000       55.7611
       25.0000        9.0000       40.0000       55.7611       60.9835        0.0000        0.0000       40.0000       55.7611
       25.0000        0.0000       40.5000       55.7611       60.9835        0.0000        0.0000       40.0000       55.7611
       25.0000        9.0000       40.5000       55.7611       60.9835        0.0000        0.0000       40.5000       55.7611
       25.0000        0.0000       41.0000       55.7611       60.9835        0.0000        0.0000       40.5000       55.7611
       25.0000        9.0000       41.0000       55.7611       60.9835        0.0000        0.0000       41.0000       55.7611
       25.0000        0.0000       41.5000       55.7611       60.9835        0.0000        0.0000       41.0000       55.7611
       25.0000        9.0000       41.5000       55.7611       60.9835        0.0000        0.0000       41.5000       55.7611
       25.0000        0.0000       42.0000       55.7611       60.9835        0.0000        0.0000       41.5000       55.7611
       25.0000        9.0000       42.0000       55.7611       60.9835        0.0000        0.0000       42.0000       55.7611
       25.0000        0.0000       42.5000       55.7611       60.9835        0.0000        0.0000       42.0000       55.7611
       25.0000        9.0000       42.5000       55.7611       60.9835        0.0000        0.0000       42.5000       55.7611
       25.0000        0.0000       43.0000       55.7611       60.9835        0.0000        0.0000       42.5000       55.7611
       25.0000        9.0000       43.0000       55.7611       60.9835        0.0000        0.0000       43.0000       55.7611
       25.0000        0.0000       43.5000       55.7611       60.9835        0.0000        0.0000       43.0000       55.7611
       25.0000        9.0000       43.5000       55.7611       60.9835        0.0000        0.0000       43.5000       55.7611
       25.0000        0.0000       44.0000       55.7611       60.9835        0.0000        0.0000       43.5000       55.7611
       25.0000        9.0000       44.0000       55.7611       60.9835        0.0000        0.0000       44.0000       55.7611
       25.0000        0.0000       44.5000       55.7611       60.9835        0.0000        0.0000       44.0000       55.7611
       25.0000        9.0000       44.5000       55.7611       60.9835        0.0000        0.0000       44.5000       55.7611
       25.0000        0.0000       45.0000       55.7611       60.9835        0.0000        0.0000       44.5000       55.7611
       25.0000        9.0000       45.0000       55.7611       60.9835        0.0000        0.0000       45.0000       55.7611
       25.0000        0.0000       45.5000       55.7611       60.9835        0.0000        0.0000       45.0000       55.7611
       25.0000        9.0000       45.5000       55.7611       60.9835        0.0000        0.0000       45.5000       55.7611
       25.0000        0.0000       46.0000       55.7611       60.9835        0.0000        0.0000       45.5000       55.7611
       25.0000        9.0000       46.0000       55.7611       60.9835        0.0000        0.0000       46.0000       55.7611
       25.0000        0.0000       46.5000       55.7611       60.9835        0.0000        0.0000       46.0000       55.7611
       25.0000        9.0000       46.5000       55.7611       60.9835        0.0000        0.0000       46.5000       55.7611
       25.0000        0.0000       47.0000       55.7611       60.9835        0.0000        0.0000       46.5000       55.7611
       25.0000        9.0000       47.0000       55.7611       60.9835        0.0000        0.0000       47.0000       55.7611
       25.0000        0.0000       47.5000       55.7611       60.9835        0.0000        0.0000       47.0000       55.7611
       25.0000        9.0000       47.5000       55.7611       60.9835        0.0000        0.0000       47.5000       55.7611
       25.0000        0.0000       48.0000       55.7611       60.9835        0.0000        0.0000       47.5000       55.7611
       25.0000        9.0000       48.0000       55.7611       60.9835        0.0000        0.0000       48.0000       55.7611
       26.0000        0.0000        0.0000       -1.6287       17.1408        0.0000        0.0000        0.0000       -1.6287
       26.0000        9.0000        0.0000       -1.6287       17.1408        0.0000        0.0000        0.0000       -1.6287
       26.0000        0.0000        0.5000       -1.6287       17.1408        1.0000        0.0000        0.0000       -1.6287
       26.0000        9.0000        0.5000       -1.6287       17.1408        1.0000        0.0000        0.5000       -1.6287
       26.0000        0.0000        1.0000       -1.6287       17.1408        1.0000        0.0000        0.5000       -1.6287
       26.0000        9.0000        1.0000       -1.6287       17.1408        1.0000        0.0000        1.0000       -1.6287
       26.0000        0.0000        1.5000       -1.6287       17.1408        1.0000        0.0000        1.0000       -1.6287
       26.0000        9.0000        1.5000       -1.6287       17.1408        1.0000        0.0000        1.5000       -1.6287
       26.0000        0.0000        2.0000       -1.6287       17.1408        1.0000        0.0000        1.5000       -1.6287
       26.0000        9.0000        2.0000       -1.6287       17.1408        1.0000        0.0000        2.0000       -1.6287
       26.0000        0.0000        2.5000       -1.6287       17.1408        1.0000        0.0000        2.0000       -1.6287
       26.0000        9.0000        2.5000       -1.6287       17.1408        1.0000        0.0000        2.5000       -1.6287
       26.0000        0.0000        3.0000       -1.6287       17.1408        1.0000        0.0000        2.5000       -1.6287
       26.0000        9.0000        3.0000       -1.6287       17.1408        1.0000        0.0000        3.0000       -1.6287
       26.0000        0.0000        3.5000       -1.6287       17.1408        1.0000        0.0000        3.0000       -1.6287
       26.0000        9.0000        3.5000       -1.6287       17.1408        1.0000        0.0000        3.5000       -1.6287
       26.0000        0.0000        4.0000       -1.6287       17.1408        1.0000        0.0000        3.5000       -1.6287
       26.0000        9.0000        4.0000       -1.6287       17.1408        1.0000        0.0000        4.0000       -1.6287
       26.0000        0.0000        4.5000       -1.6287       17.1408        1.0000        0.0000        4.0000       -1.6287
       26.0000        9.0000        4.5000       -1.6287       17.1408        1.0000        0.0000        4.5000       -1.6287
       26.0000        0.0000        5.0000       -1.6287       17.1408        1.0000        0.0000        4.5000       -1.6287
       26.0000        9.0000        5.0000       -1.6287       17.1408        1.0000        0.0000        5.0000       -1.6287
       26.0000        0.0000        5.5000       -1.6287       17.1408        1.0000        0.0000        5.0000       -1.6287
       26.0000        9.0000        5.5000       -1.6287       17.1408        1.0000        0.0000        5.5000       -1.6287
       26.0000        0.0000        6.0000       -1.6287       17.1408        1.0000        0.0000        5.5000       -1.6287
       26.0000        9.0000        6.0000       -1.6287       17.1408        1.0000        0.0000        6.0000       -1.6287
       26.0000        0.0000        6.5000       -1.6287       17.1408        1.0000        0.0000        6.0000       -1.6287
       26.0000        9.0000        6.5000       -1.6287       17.1408        1.0000        0.0000        6.5000       -1.6287
       26.0000        0.0000        7.0000       -1.6287       17.1408        1.0000        0.0000        6.5000       -1.6287
       26.0000        9.0000        7.0000       -1.6287       17.1408        1.0000        0.0000        7.0000       -1.6287
       26.0000        0.0000        7.5000       -1.6287       17.1408        1.0000        0.0000        7.0000       -1.6287
       26.0000        9.0000        7.5000       -1.6287       17.1408        1.0000        0.0000        7.5000       -1.6287
       26.0000        0.0000        8.0000       -1.6287       17.1408        1.0000        0.0000        7.5000       -1.6287
       26.0000        9.0000        8.0000       -1.6287       17.1408        1.0000        0.0000        8.0000       -1.6287
       26.0000        0.0000        8.5000       -1.6287       17.1408        1.0000        0.0000        8.0000       -1.6287
       26.0000        9.0000        8.5000       -1.6287       17.1408        1.0000        0.0000        8.5000       -1.6287
       26.0000        0.0000        9.0000       -1.6287       17.1408        1.0000        0.0000        8.5000       -1.6287
       26.0000        9.0000        9.0000       -1.6287       17.1408        1.0000        0.0000        9.0000       -1.6287
       26.0000        0.0000        9.5000       -1.6287       17.1408        1.0000        0.0000        9.0000       -1.6287
       26.0000        9.0000        9.5000       -1.6287       17.1408        1.0000        0.0000        9.5000       -1.6287
       26.0000        0.0000       10.0000       -1.6287       17.1408        1.0000        0.0000        9.5000       -1.6287
       26.0000        9.0000       10.0000       -1.6287       17.1408        1.0000        0.0000       10.0000       -1.6287
       26.0000        0.0000       10.5000       -1.6287       17.1408        1.0000        0.0000       10.0000       -1.6287
       26.0000        9.0000       10.5000       -1.6287       17.1408        1.0000        0.0000       10.5000       -1.6287
       26.0000        0.0000       11.0000       -1.6287       17.1408        1.0000        0.0000       10.5000       -1.6287
       26.0000        9.0000       11.0000       -1.6287       17.1408        1.0000        0.0000       11.0000       -1.6287
       26.0000        0.0000       11.5000       -1.6287       17.1408        1.0000        0.0000       11.0000       -1.6287
       26.0000        9.0000       11.5000       -1.6287       17.1408        1.0000        0.0000       11.5000       -1.6287
       26.0000        0.0000       12.0000       -1.6287       17.1408        1.0000        0.0000       11.5000       -1.6287
       26.0000        9.0000       12.0000       -1.6287       17.1408        1.0000        0.0000       12.0000       -1.6287
       26.0000        0.0000       12.5000       -1.6287       17.1408        1.0000        0.0000       12.0000       -1.6287
       26.0000        9.0000       12.5000       -1.6287       17.1408        1.0000        0.0000       12.5000       -1.6287
       26.0000        0.0000       13.0000       -1.6287       17.1408        1.0000        0.0000       12.5000       -1.6287
       26.0000        9.0000       13.0000       -1.6287       17.1408        1.0000        0.0000       13.0000       -1.6287
       26.0000        0.0000       13.5000       -1.6287       17.1408        1.0000        0.0000       13.0000       -1.6287
       26.0000        9.0000       13.5000       -1.6287       17.1408        1.0000        0.0000       13.5000       -1.6287
       26.0000        0.0000       14.0000       -1.6287       17.1408        1.0000        0.0000       13.5000       -1.6287
       26.0000        9.0000       14.0000       -1.6287       17.1408        1.0000        0.0000       14.0000       -1.6287
       26.0000        0.0000       14.5000       -1.6287       17.1408        1.0000        0.0000       14.0000       -1.6287
       26.0000        9.0000       14.5000       -1.6287       17.1408        1.0000        0.0000       14.5000       -1.6287
       26.0000        0.0000       15.0000       -1.6287       17.1408        1.0000        0.0000       14.5000       -1.6287
       26.0000        9.0000       15.0000       -1.6287       17.1408        1.0000        0.0000       15.0000       -1.6287
       26.0000        0.0000       15.5000       -1.6287       17.1408        1.0000        0.0000       15.0000       -1.6287
       26.0000        9.0000       15.5000       -1.6287       17.1408        1.0000        0.0000       15.5000       -1.6287
       26.0000        0.0000       16.0000       -1.6287       17.1408        1.0000        0.0000       15.5000       -1.6287
       26.0000        9.0000       16.0000       -1.6287       17.1408        1.0000        0.0000       16.0000       -1.6287
       26.0000        0.0000       16.5000       -1.6287       17.1408        1.0000        0.0000       16.0000       -1.6287
       26.0000        9.0000       16.5000       -1.6287       17.1408        1.0000        0.0000       16.5000       -1.6287
       26.0000        0.0000       17.0000       -1.6287       17.1408        1.0000        0.0000       16.5000       -1.6287
       26.0000        9.0000       17.0000       -1.6287       17.1408        1.0000        0.0000       17.0000       -1.6287
       26.0000        2.0000       17.5000       22.3713       41.1408        1.0000        0.0000       17.0000       -1.6287
       26.0000        0.0000       17.5000       22.3713       41.1408        0.0000        0.0000       17.1408       22.3713
       26.0000        9.0000       17.5000       22.3713       41.1408        0.0000        0.0000       17.5000       22.3713
       26.0000        0.0000       18.0000       22.3713       41.1408        0.0000        0.0000       17.5000       22.3713
       26.0000        9.0000       18.0000       22.3713       41.1408        0.0000        0.0000       18.0000       22.3713
       26.0000        0.0000       18.5000       22.3713       41.1408        0.0000        0.0000       18.0000       22.3713
       26.0000        9.0000       18.5000       22.3713       41.1408        0.0000        0.0000       18.5000       22.3713
       26.0000        0.0000       19.0000       22.3713       41.1408        0.0000        0.0000       18.5000       22.3713
       26.0000        9.0000       19.0000       22.3713       41.1408        0.0000        0.0000       19.0000       22.3713
       26.0000        0.0000       19.5000       22.3713       41.1408        0.0000        0.0000       19.0000       22.3713
       26.0000        9.0000       19.5000       22.3713       41.1408        0.0000        0.0000       19.5000       22.3713
       26.0000        0.0000       20.0000       22.3713       41.1408        0.0000        0.0000       19.5000       22.3713
       26.0000        9.0000       20.0000       22.3713       41.1408        0.0000        0.0000       20.0000       22.3713
       26.0000        0.0000       20.5000       22.3713       41.1408        0.0000        0.0000       20.0000       22.3713
       26.0000        9.0000       20.5000       22.3713       41.1408        0.0000        0.0000       20.5000       22.3713
       26.0000        0.0000       21.0000       22.3713       41.1408        0.0000        0.0000       20.5000       22.3713
       26.0000        9.0000       21.0000       22.3713       41.1408        0.0000        0.0000       21.0000       22.3713
       26.0000        0.0000       21.5000       22.3713       41.1408        0.0000        0.0000       21.0000       22.3713
       26.0000        9.0000       21.5000       22.3713       41.1408        0.0000        0.0000       21.5000       22.3713
       26.0000        0.0000       22.0000       22.3713       41.1408        0.0000        0.0000       21.5000       22.3713
       26.0000        9.0000       22.0000       22.3713       41.1408        0.0000        0.0000       22.0000       22.3713
       26.0000        1.0000       22.5000       22.3713       41.1408        0.0000        0.0000       22.0000       22.3713
       26.0000        0.0000       22.5000       22.3713       41.1408        1.0000        0.0000       22.3713       22.3713
       26.0000        9.0000       22.5000       22.3713       41.1408        1.0000        0.0000       22.5000       22.3713
       26.0000        0.0000       23.0000       22.3713       41.1408        1.0000        0.0000       22.5000       22.3713
       26.0000        9.0000       23.0000       22.3713       41.1408        1.0000        0.0000       23.0000       22.3713
       26.0000        0.0000       23.5000       22.3713       41.1408        1.0000        0.0000       23.0000       22.3713
       26.0000        9.0000       23.5000       22.3713       41.1408        1.0000        0.0000       23.5000       22.3713
       26.0000        0.0000       24.0000       22.3713       41.1408        1.0000        0.0000       23.5000       22.3713
       26.0000        9.0000       24.0000       22.3713       41.1408        1.0000        0.0000       24.0000       22.3713
       26.0000        0.0000       24.5000       22.3713       41.1408        1.0000        0.0000       24.0000       22.3713
       26.0000        9.0000       24.5000       22.3713       41.1408        1.0000        0.0000       24.5000       22.3713
       26.0000        0.0000       25.0000       22.3713       41.1408        1.0000        0.0000       24.5000       22.3713
       26.0000        9.0000       25.0000       22.3713       41.1408        1.0000        0.0000       25.0000       22.3713
       26.0000        0.0000       25.5000       22.3713       41.1408        1.0000        0.0000       25.0000       22.3713
       26.0000        9.0000       25.5000       22.3713       41.1408        1.0000        0.0000       25.5000       22.3713
       26.0000        0.0000       26.0000       22.3713       41.1408        1.0000        0.0000       25.5000       22.3713
       26.0000        9.0000       26.0000       22.3713       41.1408        1.0000        0.0000       26.0000       22.3713
       26.0000        0.0000       26.5000       22.3713       41.1408        1.0000        0.0000       26.0000       22.3713
       26.0000        9.0000       26.5000       22.3713       41.1408        1.0000        0.0000       26.5000       22.3713
       26.0000        0.0000       27.0000       22.3713       41.1408        1.0000        0.0000       26.5000       22.3713
       26.0000        9.0000       27.0000       22.3713       41.1408        1.0000        0.0000       27.0000       22.3713
       26.0000        0.0000       27.5000       22.3713       41.1408        1.0000        0.0000       27.0000       22.3713
       26.0000        9.0000       27.5000       22.3713       41.1408        1.0000        0.0000       27.5000       22.3713
       26.0000        0.0000       28.0000       22.3713       41.1408        1.0000        0.0000       27.5000       22.3713
       26.0000        9.0000       28.0000       22.3713       41.1408        1.0000        0.0000       28.0000       22.3713
       26.0000        0.0000       28.5000       22.3713       41.1408        1.0000        0.0000       28.0000       22.3713
       26.0000        9.0000       28.5000       22.3713       41.1408        1.0000        0.0000       28.5000       22.3713
       26.0000        0.0000       29.0000       22.3713       41.1408        1.0000        0.0000       28.5000       22.3713
       26.0000        9.0000       29.0000       22.3713       41.1408        1.0000        0.0000       29.0000       22.3713
       26.0000        0.0000       29.5000       22.3713       41.1408        1.0000        0.0000       29.0000       22.3713
       26.0000        9.0000       29.5000       22.3713       41.1408        1.0000        0.0000       29.5000       22.3713
       26.0000        0.0000       30.0000       22.3713       41.1408        1.0000        0.0000       29.5000       22.3713
       26.0000        9.0000       30.0000       22.3713       41.1408        1.0000        0.0000       30.0000       22.3713
       26.0000        0.0000       30.5000       22.3713       41.1408        1.0000        0.0000       30.0000       22.3713
       26.0000        9.0000       30.5000       22.3713       41.1408        1.0000        0.0000       30.5000       22.3713
       26.0000        0.0000       31.0000       22.3713       41.1408        1.0000        0.0000       30.5000       22.3713
       26.0000        9.0000       31.0000       22.3713       41.1408        1.0000        0.0000       31.0000       22.3713
       26.0000        0.0000       31.5000       22.3713       41.1408        1.0000        0.0000       31.0000       22.3713
       26.0000        9.0000       31.5000       22.3713       41.1408        1.0000        0.0000       31.5000       22.3713
       26.0000        0.0000       32.0000       22.3713       41.1408        1.0000        0.0000       31.5000       22.3713
       26.0000        9.0000       32.0000       22.3713       41.1408        1.0000        0.0000       32.0000       22.3713
       26.0000        0.0000       32.5000       22.3713       41.1408        1.0000        0.0000       32.0000       22.3713
       26.0000        9.0000       32.5000       22.3713       41.1408        1.0000        0.0000       32.5000       22.3713
       26.0000        0.0000       33.0000       22.3713       41.1408        1.0000        0.0000       32.5000       22.3713
       26.0000        9.0000       33.0000       22.3713       41.1408        1.0000        0.0000       33.0000       22.3713
       26.0000        0.0000       33.5000       22.3713       41.1408        1.0000        0.0000       33.0000       22.3713
       26.0000        9.0000       33.5000       22.3713       41.1408        1.0000        0.0000       33.5000       22.3713
       26.0000        0.0000       34.0000       22.3713       41.1408        1.0000        0.0000       33.5000       22.3713
       26.0000        9.0000       34.0000       22.3713       41.1408        1.0000        0.0000       34.0000       22.3713
       26.0000        0.0000       34.5000       22.3713       41.1408        1.0000        0.0000       34.0000       22.3713
       26.0000        9.0000       34.5000       22.3713       41.1408        1.0000        0.0000       34.5000       22.3713
       26.0000        0.0000       35.0000       22.3713       41.1408        1.0000        0.0000       34.5000       22.3713
       26.0000        9.0000       35.0000       22.3713       41.1408        1.0000        0.0000       35.0000       22.3713
       26.0000        0.0000       35.5000       22.3713       41.1408        1.0000        0.0000       35.0000       22.3713
       26.0000        9.0000       35.5000       22.3713       41.1408        1.0000        0.0000       35.5000       22.3713
       26.0000        0.0000       36.0000       22.3713       41.1408        1.0000        0.0000       35.5000       22.3713
       26.0000        9.0000       36.0000       22.3713       41.1408        1.0000        0.0000       36.0000       22.3713
       26.0000        0.0000       36.5000       22.3713       41.1408        1.0000        0.0000       36.0000       22.3713
       26.0000        9.0000       36.5000       22.3713       41.1408        1.0000        0.0000       36.5000       22.3713
       26.0000        0.0000       37.0000       22.3713       41.1408        1.0000        0.0000       36.5000       22.3713
       26.0000        9.0000       37.0000       22.3713       41.1408        1.0000        0.0000       37.0000       22.3713
       26.0000        0.0000       37.5000       22.3713       41.1408        1.0000        0.0000       37.0000       22.3713
       26.0000        9.0000       37.5000       22.3713       41.1408        1.0000        0.0000       37.5000       22.3713
       26.0000        0.0000       38.0000       22.3713       41.1408        1.0000        0.0000       37.5000       22.3713
       26.0000        9.0000       38.0000       22.3713       41.1408        1.0000        0.0000       38.0000       22.3713
       26.0000        0.0000       38.5000       22.3713       41.1408        1.0000        0.0000       38.0000       22.3713
       26.0000        9.0000       38.5000       22.3713       41.1408        1.0000        0.0000       38.5000       22.3713
       26.0000        0.0000       39.0000       22.3713       41.1408        1.0000        0.0000       38.5000       22.3713
       26.0000        9.0000       39.0000       22.3713       41.1408        1.0000        0.0000       39.0000       22.3713
       26.0000        0.0000       39.5000       22.3713       41.1408        1.0000        0.0000       39.0000       22.3713
       26.0000        9.0000       39.5000       22.3713       41.1408        1.0000        0.0000       39.5000       22.3713
       26.0000        0.0000       40.0000       22.3713       41.1408        1.0000        0.0000       39.5000       22.3713
       26.0000        9.0000       40.0000       22.3713       41.1408        1.0000        0.0000       40.0000       22.3713
       26.0000        0.0000       40.5000       22.3713       41.1408        1.0000        0.0000       40.0000       22.3713
       26.0000        9.0000       40.5000       22.3713       41.1408        1.0000        0.0000       40.5000       22.3713
       26.0000        0.0000       41.0000       22.3713       41.1408        1.0000        0.0000       40.5000       22.3713
       26.0000        9.0000       41.0000       22.3713       41.1408        1.0000        0.0000       41.0000       22.3713
       26.0000        2.0000       41.5000       46.3713       65.1408        1.0000        0.0000       41.0000       22.3713
       26.0000        0.0000       41.5000       46.3713       65.1408        0.0000        0.0000       41.1408       46.3713
       26.0000        9.0000       41.5000       46.3713       65.1408        0.0000        0.0000       41.5000       46.3713
       26.0000        0.0000       42.0000       46.3713       65.1408        0.0000        0.0000       41.5000       46.3713
       26.0000        9.0000       42.0000       46.3713       65.1408        0.0000        0.0000       42.0000       46.3713
       26.0000        0.0000       42.5000       46.3713       65.1408        0.0000        0.0000       42.0000       46.3713
       26.0000        9.0000       42.5000       46.3713       65.1408        0.0000        0.0000       42.5000       46.3713
       26.0000        0.0000       43.0000       46.3713       65.1408        0.0000        0.0000       42.5000       46.3713
       26.0000        9.0000       43.0000       46.3713       65.1408        0.0000        0.0000       43.0000       46.3713
       26.0000        0.0000       43.5000       46.3713       65.1408        0.0000        0.0000       43.0000       46.3713
       26.0000        9.0000       43.5000       46.3713       65.1408        0.0000        0.0000       43.5000       46.3713
       26.0000        0.0000       44.0000       46.3713       65.1408        0.0000        0.0000       43.5000       46.3713
       26.0000        9.0000       44.0000       46.3713       65.1408        0.0000        0.0000       44.0000       46.3713
       26.0000        0.0000       44.5000       46.3713       65.1408        0.0000        0.0000       44.0000       46.3713
       26.0000        9.0000       44.5000       46.3713       65.1408        0.0000        0.0000       44.5000       46.3713
       26.0000        0.0000       45.0000       46.3713       65.1408        0.0000        0.0000       44.5000       46.3713
       26.0000        9.0000       45.0000       46.3713       65.1408        0.0000        0.0000       45.0000       46.3713
       26.0000        0.0000       45.5000       46.3713       65.1408        0.0000        0.0000       45.0000       46.3713
       26.0000        9.0000       45.5000       46.3713       65.1408        0.0000        0.0000       45.5000       46.3713
       26.0000        0.0000       46.0000       46.3713       65.1408        0.0000        0.0000       45.5000       46.3713
       26.0000        9.0000       46.0000       46.3713       65.1408        0.0000        0.0000       46.0000       46.3713
       26.0000        1.0000       46.5000       46.3713       65.1408        0.0000        0.0000       46.0000       46.3713
       26.0000        0.0000       46.5000       46.3713       65.1408        1.0000        0.0000       46.3713       46.3713
       26.0000        9.0000       46.5000       46.3713       65.1408        1.0000        0.0000       46.5000       46.3713
       26.0000        0.0000       47.0000       46.3713       65.1408        1.0000        0.0000       46.5000       46.3713
       26.0000        9.0000       47.0000       46.3713       65.1408        1.0000        0.0000       47.0000       46.3713
       26.0000        0.0000       47.5000       46.3713       65.1408        1.0000        0.0000       47.0000       46.3713
       26.0000        9.0000       47.5000       46.3713       65.1408        1.0000        0.0000       47.5000       46.3713
       26.0000        0.0000       48.0000       46.3713       65.1408        1.0000        0.0000       47.5000       46.3713
       26.0000        9.0000       48.0000       46.3713       65.1408        1.0000        0.0000       48.0000       46.3713
       27.0000        0.0000        0.0000      -11.2229        0.4846        0.0000        0.0000        0.0000      -11.2229
       27.0000        9.0000        0.0000      -11.2229        0.4846        0.0000        0.0000        0.0000      -11.2229
       27.0000        2.0000        0.5000       12.7771       24.4846        1.0000        0.0000        0.0000      -11.2229
       27.0000        0.0000        0.5000       12.7771       24.4846        0.0000        0.0000        0.4846       12.7771
       27.0000        9.0000        0.5000       12.7771       24.4846        0.0000        0.0000        0.5000       12.7771
       27.0000        0.0000        1.0000       12.7771       24.4846        0.0000        0.0000        0.5000       12.7771
       27.0000        9.0000        1.0000       12.7771       24.4846        0.0000        0.0000        1.0000       12.7771
       27.0000        0.0000        1.5000       12.7771       24.4846        0.0000        0.0000        1.0000       12.7771
       27.0000        9.0000        1.5000       12.7771       24.4846        0.0000        0.0000        1.5000       12.7771
       27.0000        0.0000        2.0000       12.7771       24.4846        0.0000        0.0000        1.5000       12.7771
       27.0000        9.0000        2.0000       12.7771       24.4846        0.0000        0.0000        2.0000       12.7771
       27.0000        0.0000        2.5000       12.7771       24.4846        0.0000        0.0000        2.0000       12.7771
       27.0000        9.0000        2.5000       12.7771       24.4846        0.0000        0.0000        2.5000       12.7771
       27.0000        0.0000        3.0000       12.7771       24.4846        0.0000        0.0000        2.5000       12.7771
       27.0000        9.0000        3.0000       12.7771       24.4846        0.0000        0.0000        3.0000       12.7771
       27.0000        0.0000        3.5000       12.7771       24.4846        0.0000        0.0000        3.0000       12.7771
       27.0000        9.0000        3.5000       12.7771       24.4846        0.0000        0.0000        3.5000       12.7771
       27.0000        0.0000        4.0000       12.7771       24.4846        0.0000        0.0000        3.5000       12.7771
       27.0000        9.0000        4.0000       12.7771       24.4846        0.0000        0.0000        4.0000       12.7771
       27.0000        0.0000        4.5000       12.7771       24.4846        0.0000        0.0000        4.0000       12.7771
       27.0000        9.0000        4.5000       12.7771       24.4846        0.0000        0.0000        4.5000       12.7771
       27.0000        0.0000        5.0000       12.7771       24.4846        0.0000        0.0000        4.5000       12.7771
       27.0000        9.0000        5.0000       12.7771       24.4846        0.0000        0.0000        5.0000       12.7771
       27.0000        0.0000        5.5000       12.7771       24.4846        0.0000        0.0000        5.0000       12.7771
       27.0000        9.0000        5.5000       12.7771       24.4846        0.0000        0.0000        5.5000       12.7771
       27.0000        0.0000        6.0000       12.7771       24.4846        0.0000        0.0000        5.5000       12.7771
       27.0000        9.0000        6.0000       12.7771       24.4846        0.0000        0.0000        6.0000       12.7771
       27.0000        0.0000        6.5000       12.7771       24.4846        0.0000        0.0000        6.0000       12.7771
       27.0000        9.0000        6.5000       12.7771       24.4846        0.0000        0.0000        6.5000       12.7771
       27.0000        0.0000        7.0000       12.7771       24.4846        0.0000        0.0000        6.5000       12.7771
       27.0000        9.0000        7.0000       12.7771       24.4846        0.0000        0.0000        7.0000       12.7771
       27.0000        0.0000        7.5000       12.7771       24.4846        0.0000        0.0000        7.0000       12.7771
       27.0000        9.0000        7.5000       12.7771       24.4846        0.0000        0.0000        7.5000       12.7771
       27.0000        0.0000        8.0000       12.7771       24.4846        0.0000        0.0000        7.5000       12.7771
       27.0000        9.0000        8.0000       12.7771       24.4846        0.0000        0.0000        8.0000       12.7771
       27.0000        0.0000        8.5000       12.7771       24.4846        0.0000        0.0000        8.0000       12.7771
       27.0000        9.0000        8.5000       12.7771       24.4846        0.0000        0.0000        8.5000       12.7771
       27.0000        0.0000        9.0000       12.7771       24.4846        0.0000        0.0000        8.5000       12.7771
       27.0000        9.0000        9.0000       12.7771       24.4846        0.0000        0.0000        9.0000       12.7771
       27.0000        0.0000        9.5000       12.7771       24.4846        0.0000        0.0000        9.0000       12.7771
       27.0000        9.0000        9.5000       12.7771       24.4846        0.0000        0.0000        9.5000       12.7771
       27.0000        0.0000       10.0000       12.7771       24.4846        0.0000        0.0000        9.5000       12.7771
       27.0000        9.0000       10.0000       12.7771       24.4846        0.0000        0.0000       10.0000       12.7771
       27.0000        0.0000       10.5000       12.7771       24.4846        0.0000        0.0000       10.0000       12.7771
       27.0000        9.0000       10.5000       12.7771       24.4846        0.0000        0.0000       10.5000       12.7771
       27.0000        0.0000       11.0000       12.7771       24.4846        0.0000        0.0000       10.5000       12.7771
       27.0000        9.0000       11.0000       12.7771       24.4846        0.0000        0.0000       11.0000       12.7771
       27.0000        0.0000       11.5000       12.7771       24.4846        0.0000        0.0000       11.0000       12.7771
       27.0000        9.0000       11.5000       12.7771       24.4846        0.0000        0.0000       11.5000       12.7771
       27.0000        0.0000       12.0000       12.7771       24.4846        0.0000        0.0000       11.5000       12.7771
       27.0000        9.0000       12.0000       12.7771       24.4846        0.0000        0.0000       12.0000       12.7771
       27.0000        0.0000       12.5000       12.7771       24.4846        0.0000        0.0000       12.0000       12.7771
       27.0000        9.0000       12.5000       12.7771       24.4846        0.0000        0.0000       12.5000       12.7771
       27.0000        1.0000       13.0000       12.7771       24.4846        0.0000        0.0000       12.5000       12.7771
       27.0000        0.0000       13.0000       12.7771       24.4846        1.0000        0.0000       12.7771       12.7771
       27.0000        9.0000       13.0000       12.7771       24.4846        1.0000        0.0000       13.0000       12.7771
       27.0000        0.0000       13.5000       12.7771       24.4846        1.0000        0.0000       13.0000       12.7771
       27.0000        9.0000       13.5000       12.7771       24.4846        1.0000        0.0000       13.5000       12.7771
       27.0000        0.0000       14.0000       12.7771       24.4846        1.0000        0.0000       13.5000       12.7771
       27.0000        9.0000       14.0000       12.7771       24.4846        1.0000        0.0000       14.0000       12.7771
       27.0000        0.0000       14.5000       12.7771       24.4846        1.0000        0.0000       14.0000       12.7771
       27.0000        9.0000       14.5000       12.7771       24.4846        1.0000        0.0000       14.5000       12.7771
