TABLE NO.  1
  1.0000E+01  3.2379E+01  2.9928E+01
  1.1000E+01  3.3359E+01  2.9928E+01
  1.2000E+01  2.5913E+01  2.9928E+01
  1.3000E+01  2.8064E+01  2.9928E+01
  1.4000E+01  3.9089E+01  2.9928E+01
  1.5000E+01  2.7535E+01  2.9928E+01
  1.6000E+01 -4.7387E+01  2.9928E+01
  1.7000E+01  4.9421E+01  2.9928E+01
  1.8000E+01  2.5657E+01  2.9928E+01
  1.9000E+01  3.5561E+01  2.9928E+01
  2.0000E+01  9.4585E+01  2.9928E+01
  2.1000E+01  8.0448E+01  2.9928E+01
  1.0000E+01  3.5311E+01  2.9928E+01
  1.1000E+01  3.6165E+01  2.9928E+01
  1.2000E+01  2.8528E+01  2.9928E+01
  1.3000E+01  2.6774E+01  2.9928E+01
  1.4000E+01  4.1884E+01  2.9928E+01
  1.5000E+01  3.8850E+01  2.9928E+01
  1.6000E+01  5.7628E+01  2.9928E+01
  1.7000E+01  3.4041E+01  2.9928E+01
  1.8000E+01  9.0636E+00  2.9928E+01
  1.9000E+01  3.0766E+01  2.9928E+01
  2.0000E+01 -2.2082E+01  2.9928E+01
  2.1000E+01  3.2482E+01  2.9928E+01
  1.0000E+00 -1.1910E-01  2.9928E+01
  2.0000E+00  4.3128E+01  2.9928E+01
  3.0000E+00  3.3311E+01  2.9928E+01
  4.0000E+00  2.6063E+01  2.9928E+01
  5.0000E+00  1.8480E+01  2.9928E+01
  6.0000E+00 -9.4424E+00  2.9928E+01
  7.0000E+00  3.7675E+01  2.9928E+01
  8.0000E+00  7.9961E+01  2.9928E+01
  9.0000E+00  1.6500E+01  2.9928E+01
  1.0000E+01  2.8631E+01  2.9928E+01
  1.1000E+01  5.4772E+01  2.9928E+01
  1.2000E+01  3.0893E+01  2.9928E+01
  1.3000E+01  2.7020E+01  2.9928E+01
  1.4000E+01  7.6044E+01  2.9928E+01
  1.5000E+01  3.2950E+02  2.9928E+01
  1.6000E+01  2.6339E+00  2.9928E+01
  1.7000E+01  4.2779E+01  2.9928E+01
  1.8000E+01  2.7507E+01  2.9928E+01
  1.9000E+01  2.9622E+01  2.9928E+01
  2.0000E+01 -6.1130E-01  2.9928E+01
  2.1000E+01  3.2217E+01  2.9928E+01
  1.0000E+01 -1.5140E+01  2.9928E+01
  1.1000E+01  9.9007E+01  2.9928E+01
  1.2000E+01  1.5210E+01  2.9928E+01
  1.3000E+01  1.7677E+01  2.9928E+01
  1.4000E+01  1.4842E+01  2.9928E+01
  1.5000E+01  3.4029E+01  2.9928E+01
  1.6000E+01  6.4894E+00  2.9928E+01
  1.7000E+01  2.5555E+01  2.9928E+01
  1.8000E+01 -3.4387E+01  2.9928E+01
  1.9000E+01  2.7477E+01  2.9928E+01
  2.0000E+01  1.9767E+01  2.9928E+01
  2.1000E+01  1.9399E+01  2.9928E+01
  1.0000E+01  3.4293E+01  2.9928E+01
  1.1000E+01  5.4767E+01  2.9928E+01
  1.2000E+01  1.1512E+01  2.9928E+01
  1.3000E+01  3.0351E+01  2.9928E+01
  1.4000E+01  2.4596E+01  2.9928E+01
  1.5000E+01  4.2028E+01  2.9928E+01
  1.6000E+01  3.5497E+01  2.9928E+01
  1.7000E+01  2.5023E+01  2.9928E+01
  1.8000E+01 -2.1743E+02  2.9928E+01
  1.9000E+01  9.3501E+01  2.9928E+01
  2.0000E+01  3.6583E+01  2.9928E+01
  2.1000E+01  4.5380E+01  2.9928E+01
  1.0000E+01  3.4178E+01  2.9928E+01
  1.1000E+01  3.6434E+01  2.9928E+01
  1.2000E+01  2.8147E+02  2.9928E+01
  1.3000E+01  3.2384E+01  2.9928E+01
  1.4000E+01  3.3701E+01  2.9928E+01
  1.5000E+01  3.0915E+01  2.9928E+01
  1.6000E+01  5.5810E+01  2.9928E+01
  1.7000E+01  3.5089E+02  2.9928E+01
  1.8000E+01  3.2055E+01  2.9928E+01
  1.9000E+01  1.2474E+02  2.9928E+01
  2.0000E+01  2.5977E+01  2.9928E+01
  2.1000E+01  3.2999E+01  2.9928E+01
  1.0000E+01 -1.8717E-01  2.9928E+01
  1.1000E+01  1.2244E+01  2.9928E+01
  1.2000E+01  6.4888E+01  2.9928E+01
  1.3000E+01  2.3026E+01  2.9928E+01
  1.4000E+01  5.7762E+01  2.9928E+01
  1.5000E+01  3.6091E+01  2.9928E+01
  1.6000E+01  1.1570E+02  2.9928E+01
  1.7000E+01  6.0127E+01  2.9928E+01
  1.8000E+01  2.6455E+01  2.9928E+01
  1.9000E+01  2.5402E+02  2.9928E+01
  2.0000E+01  2.7680E+01  2.9928E+01
  2.1000E+01  2.4642E+01  2.9928E+01
  1.0000E+01  1.9967E+02  2.9928E+01
  1.1000E+01  3.1635E+01  2.9928E+01
 TVAL        DV          IPRED
  1.2000E+01  4.3499E+01  2.9928E+01
  1.3000E+01  2.0830E+01  2.9928E+01
  1.4000E+01  1.6412E+01  2.9928E+01
  1.5000E+01  2.7481E+01  2.9928E+01
  1.6000E+01  4.9258E+01  2.9928E+01
  1.7000E+01  2.6950E+01  2.9928E+01
  1.8000E+01  5.9379E+01  2.9928E+01
  1.9000E+01  2.5511E+01  2.9928E+01
  2.0000E+01  1.4054E+01  2.9928E+01
  2.1000E+01  5.5214E-01  2.9928E+01
  1.0000E+00  2.3515E+01  2.9928E+01
  2.0000E+00  5.2769E+01  2.9928E+01
  3.0000E+00 -5.5937E+01  2.9928E+01
  4.0000E+00  6.0333E+01  2.9928E+01
  5.0000E+00  3.9944E+01  2.9928E+01
  6.0000E+00  2.7867E+01  2.9928E+01
  7.0000E+00  4.7681E+01  2.9928E+01
  8.0000E+00  3.5186E+01  2.9928E+01
  9.0000E+00  3.2448E+01  2.9928E+01
  1.0000E+01  3.6080E+01  2.9928E+01
  1.1000E+01 -2.7546E+00  2.9928E+01
  1.2000E+01  4.5040E+01  2.9928E+01
  1.3000E+01  2.6645E+01  2.9928E+01
  1.4000E+01  1.7104E+01  2.9928E+01
  1.5000E+01  5.4768E+01  2.9928E+01
  1.6000E+01  3.4740E+01  2.9928E+01
  1.7000E+01  8.1444E+00  2.9928E+01
  1.8000E+01  2.0985E+01  2.9928E+01
  1.9000E+01  1.8102E+01  2.9928E+01
  2.0000E+01 -1.3162E+01  2.9928E+01
  2.1000E+01  3.3895E+01  2.9928E+01
  1.0000E+01  9.9688E+00  2.9928E+01
  1.1000E+01  3.7880E+01  2.9928E+01
  1.2000E+01  3.4388E+01  2.9928E+01
  1.3000E+01  3.6370E+01  2.9928E+01
  1.4000E+01  3.1710E+01  2.9928E+01
  1.5000E+01  5.7887E+01  2.9928E+01
  1.6000E+01  7.5126E+00  2.9928E+01
  1.7000E+01  2.6258E+01  2.9928E+01
  1.8000E+01  1.0011E+02  2.9928E+01
  1.9000E+01  1.6916E+01  2.9928E+01
  2.0000E+01  3.5272E+01  2.9928E+01
  2.1000E+01  3.2540E+01  2.9928E+01
  1.0000E+01  3.6749E+00  2.9928E+01
  1.1000E+01  2.6940E+01  2.9928E+01
  1.2000E+01  3.8600E+01  2.9928E+01
  1.3000E+01  4.3565E+01  2.9928E+01
  1.4000E+01  4.5929E+01  2.9928E+01
  1.5000E+01  4.5126E+01  2.9928E+01
  1.6000E+01  4.8662E+01  2.9928E+01
  1.7000E+01  3.5526E+01  2.9928E+01
  1.8000E+01  6.6933E+01  2.9928E+01
  1.9000E+01  4.6664E+01  2.9928E+01
  2.0000E+01  2.9175E+01  2.9928E+01
  2.1000E+01  2.9676E+01  2.9928E+01
  1.0000E+01  3.8550E+01  2.9928E+01
  1.1000E+01  3.1483E+01  2.9928E+01
  1.2000E+01  2.2372E+01  2.9928E+01
  1.3000E+01 -2.6961E+01  2.9928E+01
  1.4000E+01  3.4051E+01  2.9928E+01
  1.5000E+01  3.1623E+01  2.9928E+01
  1.6000E+01  1.7474E+01  2.9928E+01
  1.7000E+01  2.7402E+01  2.9928E+01
  1.8000E+01 -3.4164E+00  2.9928E+01
  1.9000E+01  3.3509E+01  2.9928E+01
  2.0000E+01  2.3231E+01  2.9928E+01
  2.1000E+01  2.8764E+01  2.9928E+01
  1.0000E+01  2.5208E+01  2.9928E+01
  1.1000E+01 -9.3326E+00  2.9928E+01
  1.2000E+01  4.8716E+01  2.9928E+01
  1.3000E+01  1.3518E+01  2.9928E+01
  1.4000E+01  3.0509E+01  2.9928E+01
  1.5000E+01  4.8702E+01  2.9928E+01
  1.6000E+01  5.3036E+01  2.9928E+01
  1.7000E+01  4.7598E+01  2.9928E+01
  1.8000E+01  1.3378E+02  2.9928E+01
  1.9000E+01  6.1566E+01  2.9928E+01
  2.0000E+01  9.0077E+01  2.9928E+01
  2.1000E+01  6.4303E+00  2.9928E+01
  1.0000E+01  8.4023E+01  2.9928E+01
  1.1000E+01  2.4026E+01  2.9928E+01
  1.2000E+01  3.5731E+01  2.9928E+01
  1.3000E+01 -2.4198E+02  2.9928E+01
  1.4000E+01  2.8394E+01  2.9928E+01
  1.5000E+01  1.0621E+02  2.9928E+01
  1.6000E+01  3.5000E+01  2.9928E+01
  1.7000E+01  3.2168E+01  2.9928E+01
  1.8000E+01  4.5380E+01  2.9928E+01
  1.9000E+01  2.0450E+02  2.9928E+01
  2.0000E+01  5.9166E+01  2.9928E+01
  2.1000E+01  1.3196E+01  2.9928E+01
  1.0000E+00 -1.6148E+02  2.9928E+01
  2.0000E+00  3.1281E+01  2.9928E+01
  3.0000E+00  2.8746E+01  2.9928E+01
  4.0000E+00  6.8817E+01  2.9928E+01
  5.0000E+00  3.6964E+01  2.9928E+01
  6.0000E+00  5.3378E+01  2.9928E+01
  7.0000E+00  8.2734E+01  2.9928E+01
  8.0000E+00  2.0835E+01  2.9928E+01
  9.0000E+00  2.4362E+01  2.9928E+01
  1.0000E+01  8.2197E+01  2.9928E+01
  1.1000E+01 -3.0391E+01  2.9928E+01
  1.2000E+01  3.9877E+01  2.9928E+01
  1.3000E+01  3.6116E+01  2.9928E+01
  1.4000E+01  1.5911E+01  2.9928E+01
  1.5000E+01  2.2862E+01  2.9928E+01
  1.6000E+01  1.1039E+02  2.9928E+01
  1.7000E+01  5.5823E+00  2.9928E+01
  1.8000E+01  2.5104E+01  2.9928E+01
  1.9000E+01 -3.1017E+00  2.9928E+01
  2.0000E+01  7.3395E+01  2.9928E+01
  2.1000E+01  1.9118E+01  2.9928E+01
  1.0000E+01  1.4029E+01  2.9928E+01
  1.1000E+01  4.0587E+01  2.9928E+01
  1.2000E+01  2.3453E+01  2.9928E+01
  1.3000E+01  1.9474E+01  2.9928E+01
  1.4000E+01  2.4481E+01  2.9928E+01
  1.5000E+01  7.4174E+01  2.9928E+01
  1.6000E+01  2.4045E+02  2.9928E+01
  1.7000E+01  5.5272E+01  2.9928E+01
  1.8000E+01  4.8470E+01  2.9928E+01
  1.9000E+01  3.9086E+01  2.9928E+01
  2.0000E+01  3.1555E+01  2.9928E+01
  2.1000E+01  2.5286E+01  2.9928E+01
  1.0000E+01  2.9540E+01  2.9928E+01
  1.1000E+01  2.6340E+01  2.9928E+01
  1.2000E+01  2.3680E+01  2.9928E+01
  1.3000E+01  2.2087E+01  2.9928E+01
  1.4000E+01  2.7340E+01  2.9928E+01
  1.5000E+01  4.2267E+01  2.9928E+01
  1.6000E+01  6.2796E+01  2.9928E+01
  1.7000E+01  3.4269E+01  2.9928E+01
  1.8000E+01  2.3971E+01  2.9928E+01
  1.9000E+01  2.6324E+01  2.9928E+01
  2.0000E+01  4.4464E+01  2.9928E+01
  2.1000E+01  2.9848E+01  2.9928E+01
  1.0000E+01  2.9397E+01  2.9928E+01
  1.1000E+01  3.2620E+01  2.9928E+01
  1.2000E+01  2.8185E+01  2.9928E+01
  1.3000E+01  2.2656E+01  2.9928E+01
  1.4000E+01  5.9107E+01  2.9928E+01
  1.5000E+01  8.1875E+01  2.9928E+01
  1.6000E+01  2.4711E+01  2.9928E+01
  1.7000E+01  2.4975E+02  2.9928E+01
  1.8000E+01  2.9437E+01  2.9928E+01
  1.9000E+01  3.7003E+01  2.9928E+01
  2.0000E+01  3.4218E+01  2.9928E+01
  2.1000E+01  1.8630E+01  2.9928E+01
  1.0000E+01  2.9570E+01  2.9928E+01
  1.1000E+01  3.2876E+01  2.9928E+01
  1.2000E+01  2.6560E+01  2.9928E+01
  1.3000E+01 -1.6911E+00  2.9928E+01
  1.4000E+01  9.1340E+00  2.9928E+01
  1.5000E+01  3.6588E+01  2.9928E+01
  1.6000E+01  3.9863E+01  2.9928E+01
  1.7000E+01  5.9395E+01  2.9928E+01
  1.8000E+01 -2.8016E+00  2.9928E+01
  1.9000E+01  4.3244E+01  2.9928E+01
  2.0000E+01  1.9729E+01  2.9928E+01
  2.1000E+01  3.4949E+01  2.9928E+01
  1.0000E+01  1.6792E+01  2.9928E+01
  1.1000E+01  3.1104E+01  2.9928E+01
  1.2000E+01  2.0126E+01  2.9928E+01
  1.3000E+01  3.4385E+01  2.9928E+01
  1.4000E+01  5.5911E+01  2.9928E+01
  1.5000E+01  5.0031E+01  2.9928E+01
  1.6000E+01  1.4377E+02  2.9928E+01
  1.7000E+01  2.1161E+01  2.9928E+01
  1.8000E+01  9.0067E+01  2.9928E+01
  1.9000E+01  2.8913E+01  2.9928E+01
  2.0000E+01  7.0588E+01  2.9928E+01
  2.1000E+01  2.7191E+01  2.9928E+01
  1.0000E+00  3.3847E+01  2.9928E+01
  2.0000E+00  2.9736E+01  2.9928E+01
  3.0000E+00  3.6255E+01  2.9928E+01
  4.0000E+00 -5.0778E+00  2.9928E+01
  5.0000E+00  8.1807E+01  2.9928E+01
  6.0000E+00  2.6557E+01  2.9928E+01
  7.0000E+00  3.9252E+02  2.9928E+01
  8.0000E+00 -4.8713E+01  2.9928E+01
  9.0000E+00  4.0745E+01  2.9928E+01
  1.0000E+01  2.8292E+01  2.9928E+01
  1.1000E+01  7.7945E+01  2.9928E+01
  1.2000E+01  6.6794E+01  2.9928E+01
  1.3000E+01 -3.9623E+00  2.9928E+01
  1.4000E+01  1.5395E+01  2.9928E+01
  1.5000E+01  3.6811E+01  2.9928E+01
  1.6000E+01  3.4732E+01  2.9928E+01
  1.7000E+01  4.0999E+01  2.9928E+01
  1.8000E+01  5.1040E+01  2.9928E+01
  1.9000E+01  2.6625E+01  2.9928E+01
  2.0000E+01  4.1673E+01  2.9928E+01
  2.1000E+01  2.5227E+01  2.9928E+01
  1.0000E+01  2.4043E+01  2.9928E+01
  1.1000E+01  2.2256E+01  2.9928E+01
  1.2000E+01  1.8929E+01  2.9928E+01
  1.3000E+01  2.3235E+01  2.9928E+01
  1.4000E+01  9.2232E+01  2.9928E+01
  1.5000E+01  8.7793E+00  2.9928E+01
  1.6000E+01  2.9452E+01  2.9928E+01
  1.0000E+00  2.8239E+01  2.9928E+01
  2.0000E+00  2.2937E+01  2.9928E+01
  3.0000E+00  7.0140E+01  2.9928E+01
  4.0000E+00  1.0223E+01  2.9928E+01
  5.0000E+00  1.7801E+01  2.9928E+01
  6.0000E+00 -9.9521E+00  2.9928E+01
  7.0000E+00  7.3697E+01  2.9928E+01
  8.0000E+00  3.1384E+01  2.9928E+01
  9.0000E+00  1.7706E+01  2.9928E+01
  1.0000E+01  5.6358E+01  2.9928E+01
  1.1000E+01  5.9802E+01  2.9928E+01
  1.2000E+01  3.3331E+01  2.9928E+01
  1.3000E+01  3.7787E+01  2.9928E+01
  1.4000E+01  2.9520E+01  2.9928E+01
  1.5000E+01  2.4949E+01  2.9928E+01
  1.6000E+01  3.4718E+01  2.9928E+01
  1.7000E+01  5.3681E+01  2.9928E+01
  1.8000E+01  2.7182E+01  2.9928E+01
  1.9000E+01  3.7627E+01  2.9928E+01
  2.0000E+01  5.0000E+01  2.9928E+01
  2.1000E+01  2.2249E+01  2.9928E+01
  1.0000E+01 -3.8017E+01  2.9928E+01
  1.1000E+01  2.4077E+01  2.9928E+01
  1.2000E+01  2.2392E+01  2.9928E+01
  1.3000E+01  6.7286E+01  2.9928E+01
  1.4000E+01  2.1428E+01  2.9928E+01
  1.5000E+01 -2.2772E+02  2.9928E+01
  1.6000E+01  3.5337E+01  2.9928E+01
  1.7000E+01  2.7713E+01  2.9928E+01
  1.8000E+01  3.6271E+01  2.9928E+01
  1.9000E+01  2.9801E+01  2.9928E+01
  2.0000E+01 -2.4834E+02  2.9928E+01
  2.1000E+01  8.8012E+01  2.9928E+01
  1.0000E+01  2.2956E+01  2.9928E+01
  1.1000E+01  4.3619E+01  2.9928E+01
  1.2000E+01  2.8451E+01  2.9928E+01
  1.3000E+01  3.2634E+01  2.9928E+01
  1.4000E+01  1.6451E+01  2.9928E+01
  1.5000E+01  5.0048E-01  2.9928E+01
  1.6000E+01  7.3045E+00  2.9928E+01
  1.7000E+01 -6.6905E+00  2.9928E+01
  1.8000E+01  6.6889E+01  2.9928E+01
  1.9000E+01  4.2240E+01  2.9928E+01
  2.0000E+01  2.7373E+01  2.9928E+01
  2.1000E+01  3.6984E+01  2.9928E+01
  1.0000E+01  4.7531E+01  2.9928E+01
  1.1000E+01  4.3275E+01  2.9928E+01
  1.2000E+01  4.3968E+01  2.9928E+01
  1.3000E+01  3.6922E+01  2.9928E+01
  1.4000E+01  5.6832E+02  2.9928E+01
  1.5000E+01  2.5812E+01  2.9928E+01
  1.6000E+01 -1.5573E+01  2.9928E+01
  1.7000E+01  8.8289E+01  2.9928E+01
  1.8000E+01  1.8699E+01  2.9928E+01
  1.9000E+01  8.6731E+01  2.9928E+01
  2.0000E+01  3.9767E+01  2.9928E+01
  2.1000E+01  8.1137E+01  2.9928E+01
  1.0000E+01  8.9751E+01  2.9928E+01
  1.1000E+01  1.2988E+01  2.9928E+01
  1.2000E+01  1.6187E+01  2.9928E+01
  1.3000E+01  1.6225E+01  2.9928E+01
  1.4000E+01  7.6852E+00  2.9928E+01
  1.5000E+01  4.3767E+01  2.9928E+01
  1.6000E+01  1.2179E+01  2.9928E+01
  1.7000E+01  8.5622E+01  2.9928E+01
  1.8000E+01  4.8965E+01  2.9928E+01
  1.9000E+01  4.2721E+01  2.9928E+01
  2.0000E+01 -4.0455E+01  2.9928E+01
  2.1000E+01  7.6621E+01  2.9928E+01
  1.0000E+01  2.2885E+01  2.9928E+01
  1.1000E+01  3.2747E+01  2.9928E+01
  1.2000E+01  1.1673E+02  2.9928E+01
  1.3000E+01  4.0694E+01  2.9928E+01
  1.4000E+01  3.7089E+01  2.9928E+01
  1.5000E+01  2.6217E+01  2.9928E+01
  1.6000E+01  2.2403E+01  2.9928E+01
  1.7000E+01  9.4098E+00  2.9928E+01
  1.8000E+01  5.0688E+01  2.9928E+01
  1.9000E+01  1.5315E+01  2.9928E+01
  2.0000E+01  3.7300E+01  2.9928E+01
  2.1000E+01  2.2463E+01  2.9928E+01
  1.0000E+00  2.8465E+01  2.9928E+01
  2.0000E+00  3.5452E+01  2.9928E+01
  3.0000E+00  2.4619E+01  2.9928E+01
  4.0000E+00  3.8978E+01  2.9928E+01
  5.0000E+00  2.7110E+01  2.9928E+01
  6.0000E+00  3.5028E+01  2.9928E+01
  7.0000E+00  1.5247E+01  2.9928E+01
  8.0000E+00  3.3633E+01  2.9928E+01
  9.0000E+00  1.4249E+01  2.9928E+01
  1.0000E+01  3.2698E+01  2.9928E+01
  1.1000E+01  3.2079E+01  2.9928E+01
  1.2000E+01 -1.6623E+01  2.9928E+01
  1.3000E+01 -1.2578E+02  2.9928E+01
  1.4000E+01  3.3201E+01  2.9928E+01
  1.5000E+01  7.0476E+01  2.9928E+01
  1.6000E+01 -1.1090E+01  2.9928E+01
  1.7000E+01  5.9634E+01  2.9928E+01
  1.8000E+01  2.1791E+01  2.9928E+01
  1.9000E+01 -1.2147E+00  2.9928E+01
  2.0000E+01  2.6278E+01  2.9928E+01
  2.1000E+01  2.9809E+01  2.9928E+01
  1.0000E+01  3.6522E+01  2.9928E+01
  1.1000E+01  2.9131E+01  2.9928E+01
  1.2000E+01  2.9821E+01  2.9928E+01
  1.3000E+01  3.2599E+01  2.9928E+01
  1.4000E+01 -2.1248E+01  2.9928E+01
  1.5000E+01  2.8190E+01  2.9928E+01
  1.6000E+01  4.0604E+01  2.9928E+01
  1.7000E+01  2.6483E+01  2.9928E+01
  1.8000E+01 -1.5743E+01  2.9928E+01
  1.9000E+01  4.4998E+01  2.9928E+01
  2.0000E+01  6.5161E+00  2.9928E+01
  2.1000E+01  3.9912E+01  2.9928E+01
  1.0000E+01  1.7082E+01  2.9928E+01
  1.1000E+01  4.3068E+01  2.9928E+01
  1.2000E+01  3.5533E+01  2.9928E+01
  1.3000E+01  2.0734E+01  2.9928E+01
  1.4000E+01 -9.5540E+00  2.9928E+01
  1.5000E+01  2.5785E+01  2.9928E+01
  1.6000E+01  2.7280E+01  2.9928E+01
  1.7000E+01  2.6963E+01  2.9928E+01
  1.8000E+01  1.9959E+01  2.9928E+01
  1.9000E+01  2.6095E+01  2.9928E+01
  2.0000E+01  3.3269E+01  2.9928E+01
  2.1000E+01  2.8297E+01  2.9928E+01
  1.0000E+01  8.1703E+00  2.9928E+01
  1.1000E+01  3.8062E+01  2.9928E+01
  1.2000E+01  8.0756E+00  2.9928E+01
  1.3000E+01  4.6417E+01  2.9928E+01
  1.4000E+01  3.9969E+01  2.9928E+01
  1.5000E+01  5.9697E+01  2.9928E+01
  1.6000E+01  2.7431E+01  2.9928E+01
  1.7000E+01  3.2892E+01  2.9928E+01
  1.8000E+01  2.7613E+01  2.9928E+01
  1.9000E+01 -8.7265E+01  2.9928E+01
  2.0000E+01  2.8078E+01  2.9928E+01
  2.1000E+01  7.0780E+01  2.9928E+01
  1.0000E+01  2.0084E+01  2.9928E+01
  1.1000E+01  5.2009E+01  2.9928E+01
  1.2000E+01  1.2973E+02  2.9928E+01
  1.3000E+01  2.4493E+01  2.9928E+01
  1.4000E+01  5.3856E+01  2.9928E+01
  1.5000E+01  1.0051E+02  2.9928E+01
  1.6000E+01  2.5171E+01  2.9928E+01
  1.7000E+01  4.3910E+01  2.9928E+01
  1.8000E+01  1.9914E+01  2.9928E+01
  1.9000E+01  4.8698E+01  2.9928E+01
  2.0000E+01  2.8451E+01  2.9928E+01
  2.1000E+01 -4.6582E+01  2.9928E+01
  1.0000E+01  1.7363E+01  2.9928E+01
  1.1000E+01  3.3833E+01  2.9928E+01
  1.2000E+01  6.3672E+00  2.9928E+01
  1.3000E+01  1.0095E+01  2.9928E+01
  1.4000E+01 -6.4493E+02  2.9928E+01
  1.5000E+01  7.3319E+00  2.9928E+01
  1.6000E+01  2.5881E+01  2.9928E+01
  1.7000E+01 -8.6927E+01  2.9928E+01
  1.8000E+01  8.9878E+01  2.9928E+01
  1.9000E+01 -6.4406E+01  2.9928E+01
  2.0000E+01  3.4590E+01  2.9928E+01
  2.1000E+01  3.4236E+01  2.9928E+01
  1.0000E+00  3.8192E+01  2.9928E+01
  2.0000E+00  2.1271E+01  2.9928E+01
  3.0000E+00  4.5702E+01  2.9928E+01
  4.0000E+00  4.5428E+01  2.9928E+01
  5.0000E+00  2.9494E+01  2.9928E+01
  6.0000E+00  4.2860E+01  2.9928E+01
  7.0000E+00  3.3952E+01  2.9928E+01
  8.0000E+00  3.0402E+01  2.9928E+01
  9.0000E+00  4.1569E+01  2.9928E+01
  1.0000E+01  2.3607E+01  2.9928E+01
  1.1000E+01  2.9859E+01  2.9928E+01
  1.2000E+01  5.4561E+01  2.9928E+01
  1.3000E+01  3.6102E+01  2.9928E+01
  1.4000E+01  5.6007E+01  2.9928E+01
  1.5000E+01  2.5110E+01  2.9928E+01
  1.6000E+01  5.0373E+01  2.9928E+01
  1.7000E+01  3.1373E+01  2.9928E+01
  1.8000E+01  3.0512E+01  2.9928E+01
  1.9000E+01  2.9794E+01  2.9928E+01
  2.0000E+01  2.6613E+01  2.9928E+01
  2.1000E+01  1.0439E+02  2.9928E+01
  1.0000E+01  1.4626E+01  2.9928E+01
  1.1000E+01  5.8487E+01  2.9928E+01
  1.2000E+01  3.8561E+01  2.9928E+01
  1.3000E+01 -5.2759E+01  2.9928E+01
  1.4000E+01  3.7737E+00  2.9928E+01
  1.5000E+01  2.9893E+01  2.9928E+01
  1.6000E+01  1.3013E+01  2.9928E+01
  1.7000E+01  2.7910E+01  2.9928E+01
  1.8000E+01 -6.2949E+01  2.9928E+01
  1.9000E+01  2.3625E+01  2.9928E+01
  2.0000E+01  4.7262E+01  2.9928E+01
  2.1000E+01  1.7306E+02  2.9928E+01
  1.0000E+01  4.6234E+01  2.9928E+01
  1.1000E+01  3.0585E+01  2.9928E+01
  1.2000E+01  5.3912E+01  2.9928E+01
  1.3000E+01  2.3024E+01  2.9928E+01
  1.4000E+01 -1.3313E+01  2.9928E+01
  1.5000E+01  4.3444E+01  2.9928E+01
  1.6000E+01  1.2144E+01  2.9928E+01
  1.7000E+01  2.1264E+01  2.9928E+01
  1.8000E+01  2.7488E+01  2.9928E+01
  1.9000E+01  2.2224E+01  2.9928E+01
  2.0000E+01  2.8769E+01  2.9928E+01
  2.1000E+01  4.8112E+01  2.9928E+01
  1.0000E+01  5.1038E+01  2.9928E+01
  1.1000E+01  2.7982E+01  2.9928E+01
  1.2000E+01  2.3050E+01  2.9928E+01
  1.3000E+01  3.5638E+01  2.9928E+01
  1.4000E+01  8.3478E+01  2.9928E+01
  1.5000E+01  3.6548E+01  2.9928E+01
  1.6000E+01  2.5813E+01  2.9928E+01
  1.7000E+01  2.8568E+01  2.9928E+01
  1.8000E+01  1.1529E+01  2.9928E+01
  1.9000E+01  3.5821E+01  2.9928E+01
  2.0000E+01  2.7370E+02  2.9928E+01
  2.1000E+01  3.2458E+01  2.9928E+01
  1.0000E+01  8.1801E+01  2.9928E+01
  1.1000E+01  3.2825E+01  2.9928E+01
  1.2000E+01  1.1651E+02  2.9928E+01
  1.3000E+01  2.1907E+01  2.9928E+01
  1.4000E+01  2.4158E+01  2.9928E+01
  1.5000E+01  2.8626E+02  2.9928E+01
  1.6000E+01  2.5084E+01  2.9928E+01
  1.7000E+01 -4.6086E+00  2.9928E+01
  1.8000E+01  2.6905E+01  2.9928E+01
  1.9000E+01  5.1255E+01  2.9928E+01
  2.0000E+01 -1.5638E+01  2.9928E+01
  2.1000E+01 -2.5877E+01  2.9928E+01
  1.0000E+01  5.6404E+00  2.9928E+01
  1.1000E+01  1.6154E+02  2.9928E+01
  1.2000E+01  3.8862E+00  2.9928E+01
  1.3000E+01  2.8784E+01  2.9928E+01
  1.4000E+01  2.1440E+01  2.9928E+01
  1.5000E+01  2.0564E+01  2.9928E+01
  1.6000E+01  4.2555E+01  2.9928E+01
  1.7000E+01  1.4114E+01  2.9928E+01
  1.8000E+01  4.4783E+01  2.9928E+01
  1.9000E+01  1.5720E+01  2.9928E+01
  2.0000E+01 -6.1011E+01  2.9928E+01
  2.1000E+01  4.8471E+02  2.9928E+01
  1.0000E+00  2.9846E+01  2.9928E+01
  2.0000E+00  3.0593E+01  2.9928E+01
  3.0000E+00  3.9282E+01  2.9928E+01
  4.0000E+00  2.4491E+01  2.9928E+01
  5.0000E+00  4.7010E+01  2.9928E+01
  6.0000E+00  3.6594E+01  2.9928E+01
  7.0000E+00  3.9674E-01  2.9928E+01
  8.0000E+00  1.6109E+01  2.9928E+01
  9.0000E+00  3.0196E+01  2.9928E+01
  1.0000E+01 -4.5145E+01  2.9928E+01
  1.1000E+01  3.8431E+01  2.9928E+01
  1.2000E+01  1.8069E+01  2.9928E+01
  1.3000E+01  2.1693E+01  2.9928E+01
  1.4000E+01  3.3083E+01  2.9928E+01
  1.5000E+01  2.4302E+01  2.9928E+01
  1.6000E+01  2.4033E+02  2.9928E+01
  1.7000E+01  2.6510E+01  2.9928E+01
  1.8000E+01  6.3558E+01  2.9928E+01
  1.9000E+01  1.2635E+01  2.9928E+01
