TABLE NO.  1
  1.9000E+01  3.7256E+01  3.0024E+01
  2.0000E+01  4.1428E+01  3.0024E+01
  2.1000E+01  2.2187E+01  3.0024E+01
  1.0000E+01  2.4793E+01  3.0024E+01
  1.1000E+01  3.3778E+01  3.0024E+01
  1.2000E+01  2.9332E+01  3.0024E+01
  1.3000E+01  3.6964E+01  3.0024E+01
  1.4000E+01  1.8804E+01  3.0024E+01
  1.5000E+01  4.0746E+01  3.0024E+01
  1.6000E+01  1.6865E+01  3.0024E+01
  1.7000E+01  4.2151E+01  3.0024E+01
  1.8000E+01  2.4549E+01  3.0024E+01
  1.9000E+01  2.5706E+01  3.0024E+01
  2.0000E+01  3.0975E+01  3.0024E+01
  2.1000E+01  3.0510E+01  3.0024E+01
  1.0000E+00  4.2190E+01  3.0024E+01
  2.0000E+00  2.7667E+01  3.0024E+01
  3.0000E+00  2.3627E+01  3.0024E+01
  4.0000E+00  1.5793E+01  3.0024E+01
  5.0000E+00  3.8806E+01  3.0024E+01
  6.0000E+00  2.2969E+01  3.0024E+01
  7.0000E+00  1.9133E+01  3.0024E+01
  8.0000E+00  3.7105E+01  3.0024E+01
  9.0000E+00  3.3598E+01  3.0024E+01
  1.0000E+01  4.5216E+01  3.0024E+01
  1.1000E+01  1.5012E+01  3.0024E+01
  1.2000E+01  2.4689E+01  3.0024E+01
  1.3000E+01  2.6573E+01  3.0024E+01
  1.4000E+01  1.7031E+01  3.0024E+01
  1.5000E+01  6.6231E+00  3.0024E+01
  1.6000E+01  3.7268E+01  3.0024E+01
  1.7000E+01  2.6615E+01  3.0024E+01
  1.8000E+01  2.4872E+01  3.0024E+01
  1.9000E+01  2.6564E+01  3.0024E+01
  2.0000E+01  3.0990E+01  3.0024E+01
  2.1000E+01  2.6143E+01  3.0024E+01
  1.0000E+01  5.0525E+01  3.0024E+01
  1.1000E+01  3.9867E+01  3.0024E+01
  1.2000E+01  3.5425E+01  3.0024E+01
  1.3000E+01  2.3038E+01  3.0024E+01
  1.4000E+01  4.3143E+01  3.0024E+01
  1.5000E+01  1.9906E+01  3.0024E+01
  1.6000E+01  1.8207E+01  3.0024E+01
  1.7000E+01  3.0319E+01  3.0024E+01
  1.8000E+01  2.1502E+01  3.0024E+01
  1.9000E+01  2.4435E+01  3.0024E+01
  2.0000E+01  2.8253E+01  3.0024E+01
  2.1000E+01  2.2120E+01  3.0024E+01
  1.0000E+01  4.4863E+01  3.0024E+01
  1.1000E+01  3.1250E+01  3.0024E+01
  1.2000E+01  4.0114E+01  3.0024E+01
  1.3000E+01  3.9126E+01  3.0024E+01
  1.4000E+01  3.7481E+01  3.0024E+01
  1.5000E+01  9.2596E+00  3.0024E+01
  1.6000E+01  8.0184E+01  3.0024E+01
  1.7000E+01  4.2914E+01  3.0024E+01
  1.8000E+01  3.0634E+01  3.0024E+01
  1.9000E+01  2.8365E+01  3.0024E+01
  2.0000E+01  3.2163E+01  3.0024E+01
  2.1000E+01  2.7320E+01  3.0024E+01
  1.0000E+01  2.6622E+01  3.0024E+01
  1.1000E+01  3.4488E+01  3.0024E+01
  1.2000E+01  2.7943E+01  3.0024E+01
  1.3000E+01  2.3348E+01  3.0024E+01
  1.4000E+01  1.5879E+01  3.0024E+01
  1.5000E+01  2.7305E+01  3.0024E+01
  1.6000E+01  1.5205E+01  3.0024E+01
  1.7000E+01  3.9681E+01  3.0024E+01
  1.8000E+01  1.6448E+01  3.0024E+01
  1.9000E+01  2.5576E+01  3.0024E+01
  2.0000E+01  2.9381E+01  3.0024E+01
  2.1000E+01  5.9946E+01  3.0024E+01
  1.0000E+01  3.1860E+01  3.0024E+01
  1.1000E+01  3.0989E+01  3.0024E+01
  1.2000E+01  3.1439E+01  3.0024E+01
  1.3000E+01  2.4805E+01  3.0024E+01
  1.4000E+01  2.5248E+01  3.0024E+01
  1.5000E+01  2.6151E+01  3.0024E+01
  1.6000E+01  2.7983E+01  3.0024E+01
  1.7000E+01  3.4818E+01  3.0024E+01
  1.8000E+01  3.2083E+01  3.0024E+01
  1.9000E+01  2.5624E+01  3.0024E+01
  2.0000E+01  2.2496E+01  3.0024E+01
  2.1000E+01  2.9518E+01  3.0024E+01
  1.0000E+01  3.3945E+01  3.0024E+01
  1.1000E+01  2.8832E+01  3.0024E+01
  1.2000E+01  2.2848E+01  3.0024E+01
  1.3000E+01  3.5459E+01  3.0024E+01
  1.4000E+01  1.6281E+01  3.0024E+01
  1.5000E+01  4.0294E+01  3.0024E+01
  1.6000E+01  3.0028E+01  3.0024E+01
  1.7000E+01 -5.6401E+01  3.0024E+01
  1.8000E+01  2.4087E+01  3.0024E+01
  1.9000E+01  3.4128E+01  3.0024E+01
  2.0000E+01  3.2120E+01  3.0024E+01
  2.1000E+01  2.6053E+01  3.0024E+01
  1.0000E+00  2.1160E+01  3.0024E+01
  2.0000E+00  1.8684E+01  3.0024E+01
  3.0000E+00  6.0384E+01  3.0024E+01
  4.0000E+00  3.8471E+01  3.0024E+01
  5.0000E+00  2.0983E+01  3.0024E+01
  6.0000E+00  3.0072E+01  3.0024E+01
  7.0000E+00  1.2030E+01  3.0024E+01
  8.0000E+00  2.0986E+01  3.0024E+01
  9.0000E+00  2.9243E+01  3.0024E+01
  1.0000E+01  3.6168E+01  3.0024E+01
  1.1000E+01  3.4418E+01  3.0024E+01
  1.2000E+01  2.3490E+01  3.0024E+01
  1.3000E+01  2.6273E+01  3.0024E+01
  1.4000E+01  2.2387E+01  3.0024E+01
  1.5000E+01  2.9809E+01  3.0024E+01
  1.6000E+01  1.9369E+01  3.0024E+01
  1.7000E+01  2.9949E+01  3.0024E+01
  1.8000E+01  2.5642E+01  3.0024E+01
  1.9000E+01  2.9947E+01  3.0024E+01
  2.0000E+01  2.3779E+01  3.0024E+01
  2.1000E+01  3.0387E+01  3.0024E+01
  1.0000E+01  3.2553E+01  3.0024E+01
  1.1000E+01  4.9877E+01  3.0024E+01
  1.2000E+01  2.8873E+01  3.0024E+01
  1.3000E+01  2.1854E+01  3.0024E+01
  1.4000E+01  7.0056E+01  3.0024E+01
  1.5000E+01  1.3008E+01  3.0024E+01
  1.6000E+01  2.8206E+01  3.0024E+01
  1.7000E+01  3.2446E+01  3.0024E+01
  1.8000E+01  4.6976E+01  3.0024E+01
  1.9000E+01  4.7179E+01  3.0024E+01
  2.0000E+01  2.9720E+01  3.0024E+01
  2.1000E+01  1.1743E+01  3.0024E+01
  1.0000E+01  3.7631E+01  3.0024E+01
  1.1000E+01  4.8003E+01  3.0024E+01
  1.2000E+01  3.1240E+01  3.0024E+01
  1.3000E+01  2.4584E+01  3.0024E+01
  1.4000E+01  3.6515E+01  3.0024E+01
  1.5000E+01  1.3367E+01  3.0024E+01
  1.6000E+01  5.1343E+01  3.0024E+01
  1.7000E+01  4.8425E+01  3.0024E+01
  1.8000E+01  2.3904E+01  3.0024E+01
  1.9000E+01  2.6141E+01  3.0024E+01
  2.0000E+01  6.2336E+01  3.0024E+01
  2.1000E+01  2.0915E+01  3.0024E+01
  1.0000E+01  2.9749E+01  3.0024E+01
  1.1000E+01  2.7138E+01  3.0024E+01
  1.2000E+01  4.2831E+01  3.0024E+01
  1.3000E+01  2.7257E+01  3.0024E+01
  1.4000E+01  1.3288E+01  3.0024E+01
  1.5000E+01  3.4699E+01  3.0024E+01
  1.6000E+01  2.6088E+01  3.0024E+01
  1.7000E+01  2.6945E+01  3.0024E+01
  1.8000E+01  2.5141E+01  3.0024E+01
  1.9000E+01  1.0515E+02  3.0024E+01
  2.0000E+01  4.5292E+01  3.0024E+01
  2.1000E+01  2.6314E+01  3.0024E+01
  1.0000E+01  3.2819E+01  3.0024E+01
  1.1000E+01  2.9627E+01  3.0024E+01
  1.2000E+01  3.0360E+01  3.0024E+01
  1.3000E+01  3.1458E+01  3.0024E+01
  1.4000E+01  3.0071E+01  3.0024E+01
  1.5000E+01  2.2085E+01  3.0024E+01
  1.6000E+01  2.9436E+01  3.0024E+01
  1.7000E+01  2.5187E+01  3.0024E+01
  1.8000E+01  4.3794E+01  3.0024E+01
  1.9000E+01  2.2965E+01  3.0024E+01
  2.0000E+01  2.4716E+01  3.0024E+01
  2.1000E+01  3.7124E+01  3.0024E+01
  1.0000E+01  2.0751E+01  3.0024E+01
  1.1000E+01  2.3995E+01  3.0024E+01
  1.2000E+01  3.4392E+01  3.0024E+01
  1.3000E+01  2.9211E+01  3.0024E+01
  1.4000E+01  3.2480E+01  3.0024E+01
  1.5000E+01  4.3837E+01  3.0024E+01
  1.6000E+01  2.6851E+01  3.0024E+01
  1.7000E+01  3.5735E+01  3.0024E+01
  1.8000E+01  1.8851E+01  3.0024E+01
  1.9000E+01  4.7672E+01  3.0024E+01
  2.0000E+01  2.3228E+01  3.0024E+01
  2.1000E+01  2.8519E+01  3.0024E+01
  1.0000E+00  2.5888E+01  3.0024E+01
  2.0000E+00  9.4519E+00  3.0024E+01
  3.0000E+00  3.8039E+01  3.0024E+01
  4.0000E+00  3.1372E+01  3.0024E+01
  5.0000E+00  3.1390E+01  3.0024E+01
  6.0000E+00  3.7608E+01  3.0024E+01
  7.0000E+00  2.7696E+01  3.0024E+01
  8.0000E+00  6.6700E+01  3.0024E+01
  9.0000E+00  2.2206E+01  3.0024E+01
  1.0000E+01  4.2962E+01  3.0024E+01
  1.1000E+01  1.7050E+01  3.0024E+01
  1.2000E+01  5.6350E+01  3.0024E+01
  1.3000E+01  3.2760E+01  3.0024E+01
  1.4000E+01  2.0583E+01  3.0024E+01
  1.5000E+01  2.8046E+01  3.0024E+01
  1.6000E+01  2.9633E+01  3.0024E+01
  1.7000E+01  2.1313E+01  3.0024E+01
  1.8000E+01  2.7836E+01  3.0024E+01
  1.9000E+01  3.7101E+01  3.0024E+01
  2.0000E+01  3.2896E+01  3.0024E+01
  2.1000E+01  3.6710E+01  3.0024E+01
  1.0000E+01  3.8783E+01  3.0024E+01
  1.1000E+01  4.0132E+01  3.0024E+01
  1.2000E+01  1.8333E+01  3.0024E+01
  1.3000E+01  2.9613E+01  3.0024E+01
  1.4000E+01  4.0966E+01  3.0024E+01
  1.5000E+01  4.1252E+01  3.0024E+01
  1.6000E+01  3.9076E+01  3.0024E+01
  1.7000E+01  4.9547E+01  3.0024E+01
  1.8000E+01  2.4452E+01  3.0024E+01
  1.9000E+01  1.6117E+01  3.0024E+01
  2.0000E+01  3.8543E+01  3.0024E+01
  2.1000E+01  2.4734E+01  3.0024E+01
  1.0000E+01  3.1406E+01  3.0024E+01
  1.1000E+01  4.5362E+01  3.0024E+01
  1.2000E+01  2.3391E+01  3.0024E+01
  1.3000E+01  2.6962E+01  3.0024E+01
  1.4000E+01  2.9284E+01  3.0024E+01
  1.5000E+01  2.7270E+01  3.0024E+01
  1.6000E+01  5.8928E+01  3.0024E+01
  1.7000E+01  3.1469E+01  3.0024E+01
  1.8000E+01  6.8886E+01  3.0024E+01
  1.9000E+01  1.8966E+01  3.0024E+01
  2.0000E+01  1.4112E+01  3.0024E+01
  2.1000E+01  9.3933E+00  3.0024E+01
  1.0000E+01  3.5344E+01  3.0024E+01
  1.1000E+01  2.2576E+01  3.0024E+01
  1.2000E+01  4.1336E+01  3.0024E+01
  1.3000E+01  2.2636E+01  3.0024E+01
  1.4000E+01  3.2879E+01  3.0024E+01
  1.5000E+01  1.9399E+01  3.0024E+01
  1.6000E+01  3.2422E+01  3.0024E+01
  1.7000E+01  3.5409E+01  3.0024E+01
  1.8000E+01  3.6898E+01  3.0024E+01
  1.9000E+01  3.0505E+00  3.0024E+01
  2.0000E+01  5.5014E+01  3.0024E+01
  2.1000E+01  3.7994E+01  3.0024E+01
  1.0000E+01  2.2413E+01  3.0024E+01
  1.1000E+01  1.7278E+01  3.0024E+01
  1.2000E+01  3.1248E+01  3.0024E+01
  1.3000E+01  2.3276E+01  3.0024E+01
  1.4000E+01  3.8090E+01  3.0024E+01
  1.5000E+01  3.6309E+01  3.0024E+01
  1.6000E+01  2.0953E+01  3.0024E+01
  1.7000E+01  3.4110E+01  3.0024E+01
  1.8000E+01  3.2628E+01  3.0024E+01
  1.9000E+01  1.8982E+01  3.0024E+01
  2.0000E+01  2.3483E+01  3.0024E+01
  2.1000E+01  1.6258E+01  3.0024E+01
  1.0000E+01  1.9200E+01  3.0024E+01
  1.1000E+01  3.6859E+01  3.0024E+01
  1.2000E+01  2.2895E+01  3.0024E+01
  1.3000E+01  2.4463E+01  3.0024E+01
  1.4000E+01  2.4510E+01  3.0024E+01
  1.5000E+01  4.1603E+01  3.0024E+01
  1.6000E+01  9.9964E+00  3.0024E+01
  1.7000E+01  2.6853E+01  3.0024E+01
  1.8000E+01  3.7491E+01  3.0024E+01
  1.9000E+01  3.1572E+01  3.0024E+01
  2.0000E+01  2.2600E+01  3.0024E+01
  2.1000E+01  1.4060E+01  3.0024E+01
  1.0000E+00  2.4531E+01  3.0024E+01
  2.0000E+00  4.0880E+00  3.0024E+01
  3.0000E+00  2.4690E+01  3.0024E+01
  4.0000E+00  4.0450E+01  3.0024E+01
  5.0000E+00  3.1771E+01  3.0024E+01
  6.0000E+00  2.6000E+01  3.0024E+01
  7.0000E+00  1.6747E+01  3.0024E+01
  8.0000E+00  3.8406E+01  3.0024E+01
  9.0000E+00  2.1741E+01  3.0024E+01
  1.0000E+01  4.7872E+01  3.0024E+01
  1.1000E+01  3.5060E+01  3.0024E+01
  1.2000E+01  2.1028E+01  3.0024E+01
  1.3000E+01  1.8576E+01  3.0024E+01
  1.4000E+01  1.9079E+01  3.0024E+01
  1.5000E+01  5.5548E+01  3.0024E+01
  1.6000E+01  3.6795E+01  3.0024E+01
  1.7000E+01  3.1898E+01  3.0024E+01
  1.8000E+01 -9.8710E+00  3.0024E+01
  1.9000E+01 -4.7984E+00  3.0024E+01
  2.0000E+01  1.2308E+01  3.0024E+01
  2.1000E+01  4.0312E+01  3.0024E+01
  1.0000E+01  3.6185E+01  3.0024E+01
  1.1000E+01  1.3138E+01  3.0024E+01
  1.2000E+01  3.3548E+01  3.0024E+01
  1.3000E+01  3.3957E+01  3.0024E+01
  1.4000E+01  5.6774E+00  3.0024E+01
  1.5000E+01  2.7786E+01  3.0024E+01
  1.6000E+01  2.4611E+01  3.0024E+01
  1.7000E+01  7.2981E+01  3.0024E+01
  1.8000E+01  3.1933E+01  3.0024E+01
  1.9000E+01  2.7130E+01  3.0024E+01
  2.0000E+01  1.9384E+01  3.0024E+01
  2.1000E+01  2.9098E+01  3.0024E+01
  1.0000E+01  3.7096E+01  3.0024E+01
  1.1000E+01  2.1553E+01  3.0024E+01
  1.2000E+01  3.3720E+01  3.0024E+01
  1.3000E+01  5.3381E+01  3.0024E+01
  1.4000E+01  3.1940E+01  3.0024E+01
  1.5000E+01  3.2188E+01  3.0024E+01
  1.6000E+01  3.5913E+01  3.0024E+01
  1.7000E+01  3.0351E+01  3.0024E+01
  1.8000E+01  2.8233E+01  3.0024E+01
  1.9000E+01  4.5335E+01  3.0024E+01
  2.0000E+01  4.0807E+01  3.0024E+01
  2.1000E+01  2.7474E+01  3.0024E+01
  1.0000E+01  1.3380E+01  3.0024E+01
  1.1000E+01  7.6754E+00  3.0024E+01
  1.2000E+01  7.3731E+01  3.0024E+01
  1.3000E+01  3.4838E+01  3.0024E+01
  1.4000E+01  3.0493E+01  3.0024E+01
  1.5000E+01  4.3897E+01  3.0024E+01
  1.6000E+01  3.2642E+01  3.0024E+01
  1.7000E+01  4.5340E+01  3.0024E+01
  1.8000E+01  4.7452E+01  3.0024E+01
  1.9000E+01  4.7761E+01  3.0024E+01
  2.0000E+01  2.8779E+01  3.0024E+01
  2.1000E+01  3.2582E+01  3.0024E+01
  1.0000E+01  3.0372E+01  3.0024E+01
  1.1000E+01  1.6244E+01  3.0024E+01
  1.2000E+01  4.0225E+01  3.0024E+01
  1.3000E+01  1.4938E+01  3.0024E+01
  1.4000E+01  1.1963E+01  3.0024E+01
  1.5000E+01  3.2589E+01  3.0024E+01
  1.6000E+01  3.2932E+01  3.0024E+01
  1.7000E+01  6.2538E+01  3.0024E+01
  1.8000E+01  2.3430E+01  3.0024E+01
  1.9000E+01  4.7184E+00  3.0024E+01
  2.0000E+01  2.9336E+01  3.0024E+01
  2.1000E+01  3.1464E+01  3.0024E+01
  1.0000E+01  1.8881E+01  3.0024E+01
  1.1000E+01  3.2299E+01  3.0024E+01
  1.2000E+01  3.5547E+01  3.0024E+01
  1.3000E+01  1.9069E+01  3.0024E+01
  1.4000E+01  3.3569E+01  3.0024E+01
  1.5000E+01  5.6829E+01  3.0024E+01
  1.6000E+01  2.3563E+01  3.0024E+01
  1.7000E+01  3.3748E+01  3.0024E+01
  1.8000E+01  1.0990E+01  3.0024E+01
  1.9000E+01  1.8957E+01  3.0024E+01
  2.0000E+01  2.2806E+01  3.0024E+01
  2.1000E+01  5.9190E+01  3.0024E+01
  1.0000E+00  2.1512E+01  3.0024E+01
  2.0000E+00  3.1238E+01  3.0024E+01
  3.0000E+00  3.1897E+01  3.0024E+01
  4.0000E+00  3.0696E+01  3.0024E+01
  5.0000E+00  2.7749E+01  3.0024E+01
  6.0000E+00  3.1165E+01  3.0024E+01
  7.0000E+00  2.8124E+01  3.0024E+01
  8.0000E+00  3.8814E+01  3.0024E+01
  9.0000E+00  2.7753E+01  3.0024E+01
  1.0000E+01  3.6635E+01  3.0024E+01
  1.1000E+01  2.2813E+01  3.0024E+01
  1.2000E+01  9.7769E+00  3.0024E+01
  1.3000E+01  2.3312E+01  3.0024E+01
  1.4000E+01  5.4507E+01  3.0024E+01
  1.5000E+01  2.9053E+01  3.0024E+01
  1.6000E+01  4.9367E+01  3.0024E+01
  1.7000E+01  3.8843E+01  3.0024E+01
  1.8000E+01  6.8521E+01  3.0024E+01
  1.9000E+01  2.9038E+01  3.0024E+01
  2.0000E+01  3.3002E+01  3.0024E+01
  2.1000E+01  1.1300E+00  3.0024E+01
  1.0000E+01  3.3128E+01  3.0024E+01
  1.1000E+01  3.1210E+01  3.0024E+01
  1.2000E+01  4.2105E+01  3.0024E+01
  1.3000E+01  1.1491E+01  3.0024E+01
  1.4000E+01  2.5400E+01  3.0024E+01
  1.5000E+01  3.1487E+01  3.0024E+01
  1.6000E+01  2.7289E+01  3.0024E+01
  1.7000E+01  3.3108E+01  3.0024E+01
  1.8000E+01  4.4103E+01  3.0024E+01
  1.9000E+01  3.4211E+01  3.0024E+01
  2.0000E+01  4.9939E+01  3.0024E+01
  2.1000E+01  2.7439E+01  3.0024E+01
  1.0000E+01  1.7589E+01  3.0024E+01
  1.1000E+01  5.7120E+00  3.0024E+01
  1.2000E+01  3.4943E+01  3.0024E+01
  1.3000E+01  1.5846E+01  3.0024E+01
  1.4000E+01  3.5355E+01  3.0024E+01
  1.5000E+01 -3.7369E+02  3.0024E+01
  1.6000E+01 -5.5698E-01  3.0024E+01
  1.7000E+01  3.9205E+01  3.0024E+01
  1.8000E+01  3.1135E+01  3.0024E+01
  1.9000E+01  1.4559E+01  3.0024E+01
  2.0000E+01  1.8954E+01  3.0024E+01
  2.1000E+01 -1.5041E+01  3.0024E+01
  1.0000E+01  3.4434E+01  3.0024E+01
  1.1000E+01  1.7343E+01  3.0024E+01
  1.2000E+01  1.9676E+01  3.0024E+01
  1.3000E+01  2.1355E+01  3.0024E+01
  1.4000E+01  3.1097E+01  3.0024E+01
  1.5000E+01  4.6222E+01  3.0024E+01
  1.6000E+01  3.3052E+01  3.0024E+01
  1.7000E+01  3.0700E+01  3.0024E+01
  1.8000E+01  1.8832E+01  3.0024E+01
  1.9000E+01  3.7617E+01  3.0024E+01
  2.0000E+01  2.9918E+01  3.0024E+01
  2.1000E+01  3.2674E+01  3.0024E+01
  1.0000E+01  2.5324E+01  3.0024E+01
  1.1000E+01  2.9756E+01  3.0024E+01
  1.2000E+01  3.4027E+01  3.0024E+01
  1.3000E+01  2.2328E+01  3.0024E+01
  1.4000E+01  5.5271E+01  3.0024E+01
  1.5000E+01  4.8959E+01  3.0024E+01
  1.6000E+01  2.5536E+01  3.0024E+01
  1.7000E+01  1.0277E+01  3.0024E+01
  1.8000E+01  2.0011E+01  3.0024E+01
  1.9000E+01  4.2996E+01  3.0024E+01
  2.0000E+01  9.4357E+00  3.0024E+01
  2.1000E+01  1.2385E+01  3.0024E+01
  1.0000E+01  2.5413E+01  3.0024E+01
  1.1000E+01  2.9211E+01  3.0024E+01
  1.2000E+01  1.3430E+01  3.0024E+01
  1.3000E+01  3.4874E+01  3.0024E+01
  1.4000E+01  2.6553E+01  3.0024E+01
  1.5000E+01 -3.8019E+00  3.0024E+01
  1.6000E+01  2.8790E+01  3.0024E+01
  1.7000E+01  2.9673E+01  3.0024E+01
  1.8000E+01  2.5749E+01  3.0024E+01
  1.9000E+01  3.4387E+01  3.0024E+01
  2.0000E+01  4.1668E+01  3.0024E+01
  2.1000E+01  4.1424E+01  3.0024E+01
  1.0000E+00  5.0890E+01  3.0024E+01
  2.0000E+00  1.5296E+01  3.0024E+01
  3.0000E+00  1.1485E+01  3.0024E+01
  4.0000E+00  3.2962E+01  3.0024E+01
  5.0000E+00  3.8257E+00  3.0024E+01
  6.0000E+00  2.8727E+01  3.0024E+01
  7.0000E+00  4.2936E+01  3.0024E+01
  8.0000E+00  2.6441E+01  3.0024E+01
  9.0000E+00  4.1975E+01  3.0024E+01
  1.0000E+01  2.0588E+01  3.0024E+01
  1.1000E+01  2.9012E+01  3.0024E+01
  1.2000E+01  1.9423E+01  3.0024E+01
  1.3000E+01  6.2418E+01  3.0024E+01
  1.4000E+01  2.3698E+01  3.0024E+01
  1.5000E+01  2.8010E+01  3.0024E+01
  1.6000E+01  3.6959E+01  3.0024E+01
  1.7000E+01  3.4046E+01  3.0024E+01
  1.8000E+01  2.5054E+01  3.0024E+01
  1.9000E+01  3.3902E+01  3.0024E+01
  2.0000E+01  4.8051E+01  3.0024E+01
  2.1000E+01  2.6193E+01  3.0024E+01
  1.0000E+01  3.8712E+01  3.0024E+01
  1.1000E+01  3.6600E+01  3.0024E+01
  1.2000E+01  2.8599E+01  3.0024E+01
  1.3000E+01 -1.5702E+01  3.0024E+01
  1.4000E+01  2.1049E+01  3.0024E+01
  1.5000E+01  3.9341E+01  3.0024E+01
  1.6000E+01  1.9563E+01  3.0024E+01
  1.7000E+01  3.5959E+01  3.0024E+01
  1.8000E+01  1.3528E+01  3.0024E+01
  1.9000E+01  2.8110E+01  3.0024E+01
  2.0000E+01  3.8685E+01  3.0024E+01
  2.1000E+01  4.3092E+01  3.0024E+01
  1.0000E+01  1.4762E+01  3.0024E+01
  1.1000E+01  2.7503E+01  3.0024E+01
  1.2000E+01 -2.3695E+01  3.0024E+01
  1.3000E+01  4.0255E+01  3.0024E+01
  1.4000E+01  4.0053E+01  3.0024E+01
  1.5000E+01 -1.2465E+01  3.0024E+01
  1.6000E+01  4.3985E+01  3.0024E+01
  1.7000E+01  2.5450E+01  3.0024E+01
  1.8000E+01  2.4571E+01  3.0024E+01
  1.9000E+01  3.5210E+01  3.0024E+01
  2.0000E+01  5.8541E+01  3.0024E+01
  2.1000E+01  3.6296E+01  3.0024E+01
  1.0000E+01  3.2579E+01  3.0024E+01
  1.1000E+01  3.5373E+01  3.0024E+01
  1.2000E+01  3.8999E+01  3.0024E+01
  1.3000E+01  2.7260E+01  3.0024E+01
  1.4000E+01  1.2050E+01  3.0024E+01
  1.5000E+01  9.1712E+00  3.0024E+01
  1.6000E+01  1.1534E+01  3.0024E+01
  1.7000E+01  1.6915E+01  3.0024E+01
  1.8000E+01  4.4638E+01  3.0024E+01
  1.9000E+01  3.2350E+01  3.0024E+01
  2.0000E+01  1.3746E+01  3.0024E+01
  2.1000E+01  3.4759E+01  3.0024E+01
  1.0000E+01  3.2523E+01  3.0024E+01
  1.1000E+01  1.6651E+01  3.0024E+01
  1.2000E+01  2.9690E+01  3.0024E+01
  1.3000E+01  4.5775E+01  3.0024E+01
  1.4000E+01  4.1330E+01  3.0024E+01
  1.5000E+01  2.6941E+01  3.0024E+01
  1.6000E+01  1.6070E+01  3.0024E+01
  1.7000E+01  3.3051E+01  3.0024E+01
  1.8000E+01  4.2355E+01  3.0024E+01
  1.9000E+01  2.1866E+01  3.0024E+01
  2.0000E+01  2.5194E+01  3.0024E+01
  2.1000E+01  1.8195E+01  3.0024E+01
  1.0000E+01  4.3447E+01  3.0024E+01
  1.1000E+01  4.3415E+01  3.0024E+01
 TVAL        DV          IPRED
  1.2000E+01  8.6144E-01  3.0024E+01
  1.3000E+01  3.3728E+01  3.0024E+01
  1.4000E+01  2.6376E+01  3.0024E+01
  1.5000E+01  9.2552E+01  3.0024E+01
  1.6000E+01 -1.0623E+01  3.0024E+01
  1.7000E+01  3.7019E+01  3.0024E+01
  1.8000E+01  1.5647E+01  3.0024E+01
  1.9000E+01  4.0959E+01  3.0024E+01
  2.0000E+01  2.7431E+01  3.0024E+01
  2.1000E+01  2.2484E+01  3.0024E+01
  1.0000E+00  4.8692E+01  3.0024E+01
  2.0000E+00  4.8769E+01  3.0024E+01
  3.0000E+00  4.7684E+01  3.0024E+01
  4.0000E+00  5.3300E+01  3.0024E+01
  5.0000E+00  3.3400E+01  3.0024E+01
  6.0000E+00  7.6416E+00  3.0024E+01
  7.0000E+00  1.9453E+01  3.0024E+01
  8.0000E+00  5.5832E+01  3.0024E+01
  9.0000E+00  2.6551E+01  3.0024E+01
  1.0000E+01  2.1000E+01  3.0024E+01
  1.1000E+01  1.7047E+01  3.0024E+01
  1.2000E+01  1.6778E+01  3.0024E+01
  1.3000E+01  3.7203E+01  3.0024E+01
  1.4000E+01  2.6567E+01  3.0024E+01
  1.5000E+01  2.8384E+01  3.0024E+01
  1.6000E+01  3.3932E+01  3.0024E+01
  1.7000E+01  4.6301E+01  3.0024E+01
  1.8000E+01  3.5764E+01  3.0024E+01
  1.9000E+01  2.3228E+01  3.0024E+01
  2.0000E+01  3.4114E+01  3.0024E+01
  2.1000E+01  4.8907E+01  3.0024E+01
  1.0000E+01  3.4595E+01  3.0024E+01
  1.1000E+01  3.2163E+01  3.0024E+01
  1.2000E+01  3.3748E+01  3.0024E+01
  1.3000E+01  3.9201E+01  3.0024E+01
  1.4000E+01  1.7358E+01  3.0024E+01
  1.5000E+01  2.2635E+01  3.0024E+01
  1.6000E+01  1.4476E+01  3.0024E+01
  1.7000E+01 -1.3968E+01  3.0024E+01
  1.8000E+01  2.9745E+01  3.0024E+01
  1.9000E+01  3.3083E+01  3.0024E+01
  2.0000E+01  2.4545E+01  3.0024E+01
  2.1000E+01  2.4769E+01  3.0024E+01
  1.0000E+01  1.7307E+01  3.0024E+01
  1.1000E+01  2.8093E+01  3.0024E+01
  1.2000E+01  4.2970E+01  3.0024E+01
  1.3000E+01  2.1611E+01  3.0024E+01
  1.4000E+01  3.8799E+01  3.0024E+01
  1.5000E+01  1.0176E+01  3.0024E+01
  1.6000E+01  3.2237E+01  3.0024E+01
  1.7000E+01  9.1661E+00  3.0024E+01
  1.8000E+01  3.1458E+01  3.0024E+01
  1.9000E+01  2.8477E+01  3.0024E+01
  2.0000E+01  2.7784E+01  3.0024E+01
  2.1000E+01  1.6407E+01  3.0024E+01
  1.0000E+01  1.6761E+01  3.0024E+01
  1.1000E+01  2.4833E+01  3.0024E+01
  1.2000E+01  5.1588E+01  3.0024E+01
  1.3000E+01  3.6570E+01  3.0024E+01
  1.4000E+01  3.5413E+01  3.0024E+01
  1.5000E+01  4.3223E+01  3.0024E+01
  1.6000E+01  3.5352E+01  3.0024E+01
  1.7000E+01  3.4413E+01  3.0024E+01
  1.8000E+01  2.6916E+01  3.0024E+01
  1.9000E+01  2.7962E+01  3.0024E+01
  2.0000E+01  1.4502E+01  3.0024E+01
  2.1000E+01  1.1521E+00  3.0024E+01
